phi,kxx,kyy
0.1860000001,1.185758737251e-08,1.185758737251e-08
0.15329400010000002,2.343419768151e-09,2.343419768151e-09
0.15329400010000002,2.343419768151e-09,2.343419768151e-09
0.1676790001,4.366069725336e-09,4.366069725336e-09
0.1676790001,4.366069725336e-09,4.366069725336e-09
0.18757000010000002,9.152420737977e-09,9.152420737977e-09
0.18757000010000002,9.152420737977e-09,9.152420737977e-09
0.14785300010000002,5.779482060198001e-09,5.779482060198001e-09
0.14785300010000002,5.779482060198001e-09,5.779482060198001e-09
0.1557200001,7.441352335834998e-09,7.441352335834998e-09
0.1557200001,7.441352335834998e-09,7.441352335834998e-09
0.2283850001,2.056669203336e-08,2.056669203336e-08
0.2283850001,2.056669203336e-08,2.056669203336e-08
0.2284680001,3.4169159800269986e-08,3.4169159800269986e-08
0.2284680001,3.4169159800269986e-08,3.4169159800269986e-08
0.2523400001,5.5160130160299993e-08,5.5160130160299993e-08
0.2523400001,5.5160130160299993e-08,5.5160130160299993e-08
0.2196080001,2.5451567599039997e-08,2.5451567599039997e-08
0.2196080001,2.5451567599039997e-08,2.5451567599039997e-08
0.20495000010000003,1.489178436603e-08,1.489178436603e-08
0.20495000010000003,1.489178436603e-08,1.489178436603e-08
0.2041100001,1.971754322604e-08,1.971754322604e-08
0.2041100001,1.971754322604e-08,1.971754322604e-08
0.18202600010000003,1.264110578038e-08,1.264110578038e-08
0.18202600010000003,1.264110578038e-08,1.264110578038e-08
0.2625060001,6.099126778602001e-08,6.099126778602001e-08
0.2625060001,6.099126778602001e-08,6.099126778602001e-08
0.2051330001,1.185423183329e-08,1.185423183329e-08
0.2051330001,1.185423183329e-08,1.185423183329e-08
0.2345430001,1.783814518585e-08,1.783814518585e-08
0.2345430001,1.783814518585e-08,1.783814518585e-08
0.22612500010000003,9.719260135332e-09,9.719260135332e-09
0.22612500010000003,9.719260135332e-09,9.719260135332e-09
0.2426030001,1.161352124042e-08,1.161352124042e-08
0.2426030001,1.161352124042e-08,1.161352124042e-08
0.2146680001,5.149509179342e-09,5.149509179342e-09
0.2146680001,5.149509179342e-09,5.149509179342e-09
0.2555680001,1.183784890651e-08,1.183784890651e-08
0.2555680001,1.183784890651e-08,1.183784890651e-08
0.24776600010000002,8.717049393415e-09,8.717049393415e-09
0.24776600010000002,8.717049393415e-09,8.717049393415e-09
0.2381750001,8.142521863553001e-09,8.142521863553001e-09
0.2381750001,8.142521863553001e-09,8.142521863553001e-09
0.2471510001,1.5249544062279998e-08,1.5249544062279998e-08
0.2471510001,1.5249544062279998e-08,1.5249544062279998e-08
0.2598630001,1.911917162925e-08,1.911917162925e-08
0.2598630001,1.911917162925e-08,1.911917162925e-08
0.27455800010000003,4.4583174461870005e-08,4.4583174461870005e-08
0.27455800010000003,4.4583174461870005e-08,4.4583174461870005e-08
0.29328700010000003,8.839546313410999e-08,8.839546313410999e-08
0.29328700010000003,8.839546313410999e-08,8.839546313410999e-08
0.3316880001,2.496136279593e-07,2.496136279593e-07
0.3316880001,2.496136279593e-07,2.496136279593e-07
0.3081160001,1.518598620176e-07,1.518598620176e-07
0.3081160001,1.518598620176e-07,1.518598620176e-07
0.28258700010000004,1.074868035263e-07,1.074868035263e-07
0.28258700010000004,1.074868035263e-07,1.074868035263e-07
0.2818240001,1.141436011848e-07,1.141436011848e-07
0.2818240001,1.141436011848e-07,1.141436011848e-07
0.2879830001,9.547920381219e-08,9.547920381219e-08
0.2879830001,9.547920381219e-08,9.547920381219e-08
0.2709960001,7.061781634655e-08,7.061781634655e-08
0.2709960001,7.061781634655e-08,7.061781634655e-08
0.2963390001,1.6492179189309998e-07,1.6492179189309998e-07
0.2963390001,1.6492179189309998e-07,1.6492179189309998e-07
0.30606700010000004,2.708749166112e-07,2.708749166112e-07
0.30606700010000004,2.708749166112e-07,2.708749166112e-07
0.34401300009999997,4.977202240395e-07,4.977202240395e-07
0.34401300009999997,4.977202240395e-07,4.977202240395e-07
0.4468190001,3.272756093596e-06,3.272756093596e-06
0.4468190001,3.272756093596e-06,3.272756093596e-06
0.40478900009999996,1.638726924252e-06,1.638726924252e-06
0.40478900009999996,1.638726924252e-06,1.638726924252e-06
0.4267120001,1.968250744889e-06,1.968250744889e-06
0.4267120001,1.968250744889e-06,1.968250744889e-06
0.3663670001,4.633644370432e-07,4.633644370432e-07
0.3663670001,4.633644370432e-07,4.633644370432e-07
0.4206600001,1.0295781250260001e-06,1.0295781250260001e-06
0.4206600001,1.0295781250260001e-06,1.0295781250260001e-06
0.3874240001,1.102640056925e-06,1.102640056925e-06
0.3874240001,1.102640056925e-06,1.102640056925e-06
0.39212500009999995,1.3528645904069998e-06,1.3528645904069998e-06
0.39212500009999995,1.3528645904069998e-06,1.3528645904069998e-06
0.37286500009999995,1.679773064299e-06,1.679773064299e-06
0.37286500009999995,1.679773064299e-06,1.679773064299e-06
0.3196130001,4.6918037605010005e-07,4.6918037605010005e-07
0.3196130001,4.6918037605010005e-07,4.6918037605010005e-07
0.2860180001,1.7762152091749998e-07,1.7762152091749998e-07
0.2860180001,1.7762152091749998e-07,1.7762152091749998e-07
0.28058900010000004,1.6477770109129998e-07,1.6477770109129998e-07
0.28058900010000004,1.6477770109129998e-07,1.6477770109129998e-07
0.2596200001,7.895850253950999e-08,7.895850253950999e-08
0.2596200001,7.895850253950999e-08,7.895850253950999e-08
0.2619190001,1.203187802729e-07,1.203187802729e-07
0.2619190001,1.203187802729e-07,1.203187802729e-07
0.2396170001,3.612178754932e-08,3.612178754932e-08
0.2396170001,3.612178754932e-08,3.612178754932e-08
0.21130600010000003,3.780962377698e-08,3.780962377698e-08
0.21130600010000003,3.780962377698e-08,3.780962377698e-08
0.1646790001,1.829104428822e-08,1.829104428822e-08
0.1646790001,1.829104428822e-08,1.829104428822e-08
0.1919940001,4.604234056092e-08,4.604234056092e-08
0.1919940001,4.604234056092e-08,4.604234056092e-08
0.1442110001,1.315716797395e-08,1.315716797395e-08
0.1442110001,1.315716797395e-08,1.315716797395e-08
0.1243650001,7.775544303681e-09,7.775544303681e-09
0.1243650001,7.775544303681e-09,7.775544303681e-09
0.1002180001,6.321766805849e-09,6.321766805849e-09
0.1002180001,6.321766805849e-09,6.321766805849e-09
0.1258390001,9.365171793758e-09,9.365171793758e-09
0.1258390001,9.365171793758e-09,9.365171793758e-09
0.1437950001,6.860222289095999e-09,6.860222289095999e-09
0.1437950001,6.860222289095999e-09,6.860222289095999e-09
0.1537730001,5.356891372371e-09,5.356891372371e-09
0.1537730001,5.356891372371e-09,5.356891372371e-09
0.12548500010000002,2.2673773278859997e-09,2.2673773278859997e-09
0.12548500010000002,2.2673773278859997e-09,2.2673773278859997e-09
0.12604000010000002,2.44599070672e-09,2.44599070672e-09
0.12604000010000002,2.44599070672e-09,2.44599070672e-09
0.1151300001,2.0977153433829995e-09,2.0977153433829995e-09
0.1151300001,2.0977153433829995e-09,2.0977153433829995e-09
0.1308030001,2.587031915523e-09,2.587031915523e-09
0.1308030001,2.587031915523e-09,2.587031915523e-09
0.1610450001,3.4145769718059995e-09,3.4145769718059995e-09
0.1610450001,3.4145769718059995e-09,3.4145769718059995e-09
0.15892700010000002,4.640355448872e-09,4.640355448872e-09
0.15892700010000002,4.640355448872e-09,4.640355448872e-09
0.12542100009999999,2.658840454831e-09,2.658840454831e-09
0.12542100009999999,2.658840454831e-09,2.658840454831e-09
0.1597740001,6.520671327731e-09,6.520671327731e-09
0.1597740001,6.520671327731e-09,6.520671327731e-09
0.15933400009999998,4.8457243183689995e-09,4.8457243183689995e-09
0.15933400009999998,4.8457243183689995e-09,4.8457243183689995e-09
0.1565510001,3.497942382957e-09,3.497942382957e-09
0.1565510001,3.497942382957e-09,3.497942382957e-09
0.1921190001,1.13427094869e-08,1.13427094869e-08
0.1921190001,1.13427094869e-08,1.13427094869e-08
0.2210610001,1.184446129262e-08,1.184446129262e-08
0.2210610001,1.184446129262e-08,1.184446129262e-08
0.2297390001,1.546429857236e-08,1.546429857236e-08
0.2297390001,1.546429857236e-08,1.546429857236e-08
0.1989690001,9.686711404898e-09,9.686711404898e-09
0.1989690001,9.686711404898e-09,9.686711404898e-09
0.18465600010000002,4.284796591580999e-09,4.284796591580999e-09
0.18465600010000002,4.284796591580999e-09,4.284796591580999e-09
0.22279200010000003,1.245210996843e-08,1.245210996843e-08
0.22279200010000003,1.245210996843e-08,1.245210996843e-08
0.2426590001,1.952055333536e-08,1.952055333536e-08
0.2426590001,1.952055333536e-08,1.952055333536e-08
0.22554100010000003,1.002871980528e-08,1.002871980528e-08
0.22554100010000003,1.002871980528e-08,1.002871980528e-08
0.23303200010000003,8.338811038689999e-09,8.338811038689999e-09
0.23303200010000003,8.338811038689999e-09,8.338811038689999e-09
0.2505730001,7.499107087351e-09,7.499107087351e-09
0.2505730001,7.499107087351e-09,7.499107087351e-09
0.2307800001,5.136027807064e-09,5.136027807064e-09
0.2307800001,5.136027807064e-09,5.136027807064e-09
0.2377930001,8.425640550624001e-09,8.425640550624001e-09
0.2377930001,8.425640550624001e-09,8.425640550624001e-09
0.2482090001,9.096906302351999e-09,9.096906302351999e-09
0.2482090001,9.096906302351999e-09,9.096906302351999e-09
0.27115500010000004,1.819462188181e-08,1.819462188181e-08
0.27115500010000004,1.819462188181e-08,1.819462188181e-08
0.2743990001,1.9745374463099997e-08,1.9745374463099997e-08
0.2743990001,1.9745374463099997e-08,1.9745374463099997e-08
0.25505100010000004,2.685289999271e-08,2.685289999271e-08
0.25505100010000004,2.685289999271e-08,2.685289999271e-08
0.2343210001,1.921914695954e-08,1.921914695954e-08
0.2343210001,1.921914695954e-08,1.921914695954e-08
0.3307520001,1.675706940303e-07,1.675706940303e-07
0.3307520001,1.675706940303e-07,1.675706940303e-07
0.3055220001,1.2877177833739998e-07,1.2877177833739998e-07
0.3055220001,1.2877177833739998e-07,1.2877177833739998e-07
0.26598100010000003,5.7267310098129997e-08,5.7267310098129997e-08
0.26598100010000003,5.7267310098129997e-08,5.7267310098129997e-08
0.2668060001,4.956674235755e-08,4.956674235755e-08
0.2668060001,4.956674235755e-08,4.956674235755e-08
0.31610300010000003,3.2359537237390004e-07,3.2359537237390004e-07
0.31610300010000003,3.2359537237390004e-07,3.2359537237390004e-07
0.3127180001,2.431344764948e-07,2.431344764948e-07
0.3127180001,2.431344764948e-07,2.431344764948e-07
0.2749880001,1.4847471509860002e-07,1.4847471509860002e-07
0.2749880001,1.4847471509860002e-07,1.4847471509860002e-07
0.29709200010000003,2.7650334019109996e-07,2.7650334019109996e-07
0.29709200010000003,2.7650334019109996e-07,2.7650334019109996e-07
0.2961240001,3.4285419365009995e-07,3.4285419365009995e-07
0.2961240001,3.4285419365009995e-07,3.4285419365009995e-07
0.32946000010000004,3.7294943276029997e-07,3.7294943276029997e-07
0.32946000010000004,3.7294943276029997e-07,3.7294943276029997e-07
0.40718100009999997,2.175021045472e-06,2.175021045472e-06
0.40718100009999997,2.175021045472e-06,2.175021045472e-06
0.4330280001,2.673742996661e-06,2.673742996661e-06
0.4330280001,2.673742996661e-06,2.673742996661e-06
0.4283630001,2.581603837373e-06,2.581603837373e-06
0.4283630001,2.581603837373e-06,2.581603837373e-06
0.3987380001,9.986775565030001e-07,9.986775565030001e-07
0.3987380001,9.986775565030001e-07,9.986775565030001e-07
0.40820600009999997,1.547249003575e-06,1.547249003575e-06
0.40820600009999997,1.547249003575e-06,1.547249003575e-06
0.40706500009999996,1.719141434736e-06,1.719141434736e-06
0.40706500009999996,1.719141434736e-06,1.719141434736e-06
0.36486000009999997,1.151917137294e-06,1.151917137294e-06
0.36486000009999997,1.151917137294e-06,1.151917137294e-06
0.3516510001,1.037927496144e-06,1.037927496144e-06
0.3516510001,1.037927496144e-06,1.037927496144e-06
0.33616400009999997,6.541860570982e-07,6.541860570982e-07
0.33616400009999997,6.541860570982e-07,6.541860570982e-07
0.32538300010000004,6.175129741935001e-07,6.175129741935001e-07
0.32538300010000004,6.175129741935001e-07,6.175129741935001e-07
0.28683000010000004,2.805161703289e-07,2.805161703289e-07
0.28683000010000004,2.805161703289e-07,2.805161703289e-07
0.2906340001,2.903173056212e-07,2.903173056212e-07
0.2906340001,2.903173056212e-07,2.903173056212e-07
0.2784590001,1.6446780717509998e-07,1.6446780717509998e-07
0.2784590001,1.6446780717509998e-07,1.6446780717509998e-07
0.2620190001,7.632766109869999e-08,7.632766109869999e-08
0.2620190001,7.632766109869999e-08,7.632766109869999e-08
0.26462400010000003,1.4611300764170002e-07,1.4611300764170002e-07
0.26462400010000003,1.4611300764170002e-07,1.4611300764170002e-07
0.19020600010000002,2.626923355309e-08,2.626923355309e-08
0.19020600010000002,2.626923355309e-08,2.626923355309e-08
0.21462900010000002,4.114818791622e-08,4.114818791622e-08
0.21462900010000002,4.114818791622e-08,4.114818791622e-08
0.14282700010000002,1.016669168262e-08,1.016669168262e-08
0.14282700010000002,1.016669168262e-08,1.016669168262e-08
0.0967540001,5.295169189189001e-09,5.295169189189001e-09
0.0967540001,5.295169189189001e-09,5.295169189189001e-09
0.1307730001,9.843918417355e-09,9.843918417355e-09
0.1307730001,9.843918417355e-09,9.843918417355e-09
0.1315780001,8.81095514541e-09,8.81095514541e-09
0.1315780001,8.81095514541e-09,8.81095514541e-09
0.1501680001,7.152173939701999e-09,7.152173939701999e-09
0.1501680001,7.152173939701999e-09,7.152173939701999e-09
0.1232830001,2.265739035208e-09,2.265739035208e-09
0.1232830001,2.265739035208e-09,2.265739035208e-09
0.1413490001,2.7491241983150002e-09,2.7491241983150002e-09
0.1413490001,2.7491241983150002e-09,2.7491241983150002e-09
0.1050090001,1.6946953445950002e-09,1.6946953445950002e-09
0.1050090001,1.6946953445950002e-09,1.6946953445950002e-09
0.0979120001,7.928665453676e-10,7.928665453676e-10
0.0979120001,7.928665453676e-10,7.928665453676e-10
0.1249590001,1.661564329414e-09,1.661564329414e-09
0.1249590001,1.661564329414e-09,1.661564329414e-09
0.1094270001,9.073437266278001e-10,9.073437266278001e-10
0.1094270001,9.073437266278001e-10,9.073437266278001e-10
0.1374250001,1.391344729874e-09,1.391344729874e-09
0.1374250001,1.391344729874e-09,1.391344729874e-09
0.1541550001,5.227110958420999e-09,5.227110958420999e-09
0.1541550001,5.227110958420999e-09,5.227110958420999e-09
0.15301000010000002,3.836920928808e-09,3.836920928808e-09
0.15301000010000002,3.836920928808e-09,3.836920928808e-09
0.13716800010000002,1.194887777776e-09,1.194887777776e-09
0.13716800010000002,1.194887777776e-09,1.194887777776e-09
0.1208900001,1.3980656775470001e-09,1.3980656775470001e-09
0.1208900001,1.3980656775470001e-09,1.3980656775470001e-09
0.14801200009999999,3.4682063839280003e-09,3.4682063839280003e-09
0.14801200009999999,3.4682063839280003e-09,3.4682063839280003e-09
0.17597300010000003,5.669420373782e-09,5.669420373782e-09
0.17597300010000003,5.669420373782e-09,5.669420373782e-09
0.1834050001,4.490718138126e-09,4.490718138126e-09
0.1834050001,4.490718138126e-09,4.490718138126e-09
0.1880520001,5.426686588147e-09,5.426686588147e-09
0.1880520001,5.426686588147e-09,5.426686588147e-09
0.1728760001,5.351216563396e-09,5.351216563396e-09
0.1728760001,5.351216563396e-09,5.351216563396e-09
0.2152570001,8.630713343131e-09,8.630713343131e-09
0.2152570001,8.630713343131e-09,8.630713343131e-09
0.22693100010000003,1.883582594982e-08,1.883582594982e-08
0.22693100010000003,1.883582594982e-08,1.883582594982e-08
0.2613490001,4.0273477795429995e-08,4.0273477795429995e-08
0.2613490001,4.0273477795429995e-08,4.0273477795429995e-08
0.24424600010000003,2.039486868683e-08,2.039486868683e-08
0.24424600010000003,2.039486868683e-08,2.039486868683e-08
0.2925870001,2.5562497777959998e-08,2.5562497777959998e-08
0.2925870001,2.5562497777959998e-08,2.5562497777959998e-08
0.2505370001,1.484312904734e-08,1.484312904734e-08
0.2505370001,1.484312904734e-08,1.484312904734e-08
0.2427260001,1.2570935533750001e-08,1.2570935533750001e-08
0.2427260001,1.2570935533750001e-08,1.2570935533750001e-08
0.2623130001,1.063478940381e-08,1.063478940381e-08
0.2623130001,1.063478940381e-08,1.063478940381e-08
0.27068000010000004,1.8353121763789998e-08,1.8353121763789998e-08
0.27068000010000004,1.8353121763789998e-08,1.8353121763789998e-08
0.2738930001,1.7317444452770002e-08,1.7317444452770002e-08
0.2738930001,1.7317444452770002e-08,1.7317444452770002e-08
0.25505300010000004,1.786044965243e-08,1.786044965243e-08
0.25505300010000004,1.786044965243e-08,1.786044965243e-08
0.2694430001,6.360296291481001e-08,6.360296291481001e-08
0.2694430001,6.360296291481001e-08,6.360296291481001e-08
0.2604690001,6.822936326822e-08,6.822936326822e-08
0.2604690001,6.822936326822e-08,6.822936326822e-08
0.2882290001,9.436881640736e-08,9.436881640736e-08
0.2882290001,9.436881640736e-08,9.436881640736e-08
0.2581760001,5.221041380126e-08,5.221041380126e-08
0.2581760001,5.221041380126e-08,5.221041380126e-08
0.2414500001,6.506518847609e-08,6.506518847609e-08
0.2414500001,6.506518847609e-08,6.506518847609e-08
0.2478310001,8.415267986741e-08,8.415267986741e-08
0.2478310001,8.415267986741e-08,8.415267986741e-08
0.2637680001,9.54048884877e-08,9.54048884877e-08
0.2637680001,9.54048884877e-08,9.54048884877e-08
0.23289700010000003,7.043563030536998e-08,7.043563030536998e-08
0.23289700010000003,7.043563030536998e-08,7.043563030536998e-08
0.3103810001,4.3792155436920003e-07,4.3792155436920003e-07
0.3103810001,4.3792155436920003e-07,4.3792155436920003e-07
0.3047740001,3.40735269325e-07,3.40735269325e-07
0.3047740001,3.40735269325e-07,3.40735269325e-07
0.3557860001,1.112736282284e-06,1.112736282284e-06
0.3557860001,1.112736282284e-06,1.112736282284e-06
0.3646660001,7.715341982380999e-07,7.715341982380999e-07
0.3646660001,7.715341982380999e-07,7.715341982380999e-07
0.4377270001,3.6648903283849997e-06,3.6648903283849997e-06
0.4377270001,3.6648903283849997e-06,3.6648903283849997e-06
0.4038130001,1.561766645318e-06,1.561766645318e-06
0.4038130001,1.561766645318e-06,1.561766645318e-06
0.4117090001,1.499018061904e-06,1.499018061904e-06
0.4117090001,1.499018061904e-06,1.499018061904e-06
0.35893100009999995,5.589578278811999e-07,5.589578278811999e-07
0.35893100009999995,5.589578278811999e-07,5.589578278811999e-07
0.36396000009999996,9.472766171923999e-07,9.472766171923999e-07
0.36396000009999996,9.472766171923999e-07,9.472766171923999e-07
0.3658510001,1.307890495626e-06,1.307890495626e-06
0.3658510001,1.307890495626e-06,1.307890495626e-06
0.32069200010000004,5.539462313637999e-07,5.539462313637999e-07
0.32069200010000004,5.539462313637999e-07,5.539462313637999e-07
0.30884100010000004,6.448428542170999e-07,6.448428542170999e-07
0.30884100010000004,6.448428542170999e-07,6.448428542170999e-07
0.2723050001,2.2003060204179997e-07,2.2003060204179997e-07
0.2723050001,2.2003060204179997e-07,2.2003060204179997e-07
0.2703070001,1.209563327247e-07,1.209563327247e-07
0.2703070001,1.209563327247e-07,1.209563327247e-07
0.2935070001,2.915785935986e-07,2.915785935986e-07
0.2935070001,2.915785935986e-07,2.915785935986e-07
0.28160800010000003,1.6557118742449994e-07,1.6557118742449994e-07
0.28160800010000003,1.6557118742449994e-07,1.6557118742449994e-07
0.2931670001,1.603987224092e-07,1.603987224092e-07
0.2931670001,1.603987224092e-07,1.603987224092e-07
0.23655600010000002,3.947841238495e-08,3.947841238495e-08
